OCC_CODE,OCC_TITLE,TOT_EMP_2016,perc_2016,TOT_EMP_2015,,TOT_EMP_2014,,TOT_EMP_2013,,TOT_EMP_2012,,A_MEAN_2016,A_MEAN_2015,A_MEAN_2014,A_MEAN_2013,A_MEAN_2012,A_MEDIAN_2016,A_MEDIAN_2015,A_MEDIAN_2014,A_MEDIAN_2013,A_MEDIAN_2012
Construction and extraction occupations,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","23,950",0.43,"22,970",,"23,570",,"24,280",,"24,310",,33610,32090,31450,30860,31100,"30,570","29,320","28,830","28,260","28,220"
Construction and extraction occupations,Helpers--Carpenters,"35,890",0.64,"37,820",,"38,900",,"37,400",,"35,870",,30200,29200,27870,27450,27230,"28,810","27,890","26,600","26,090","25,550"
Construction and extraction occupations,Helpers--Electricians,"71,890",1.29,"71,610",,"68,280",,"63,660",,"59,610",,30980,30000,29110,28920,28840,"29,530","28,730","27,940","27,720","27,670"
Construction and extraction occupations,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","10,780",0.19,"11,030",,"11,570",,"11,640",,"10,980",,28760,27690,26810,26370,26360,"27,310","26,480","25,910","24,900","24,290"
Construction and extraction occupations,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","54,080",0.97,"55,530",,"51,350",,"47,160",,"46,510",,30640,29950,28940,28460,28380,"29,030","28,500","27,710","27,430","26,670"
Construction and extraction occupations,Helpers--Roofers,"10,190",0.18,"10,810",,"11,640",,"13,130",,"12,200",,28890,27820,27010,25910,25030,"27,670","27,110","26,060","24,320","23,300"
Construction and extraction occupations,"Helpers, Construction Trades, All Other","21,820",0.39,"18,930",,"19,190",,"19,050",,"20,980",,31450,30500,29630,28160,27420,"29,270","28,510","28,010","26,480","25,610"
Construction and extraction occupations,Construction and Building Inspectors,"94,960",1.7,"91,480",,"88,410",,"87,620",,"89,280",,61250,60030,58430,56430,55230,"58,480","57,340","56,040","54,450","53,450"
Construction and extraction occupations,Elevator Installers and Repairers,"22,240",0.4,"21,000",,"20,590",,"21,270",,"19,700",,76860,77350,76490,76220,74140,"78,890","80,870","78,620","78,640","76,650"
Construction and extraction occupations,Fence Erectors,"21,500",0.38,"21,160",,"20,990",,"19,960",,"21,250",,36380,34840,33490,33000,32410,"33,150","32,450","31,510","31,240","30,190"
Construction and extraction occupations,Hazardous Materials Removal Workers,"44,280",0.79,"42,560",,"42,250",,"40,290",,"37,440",,45500,44150,42730,42220,41660,"40,640","39,690","38,520","37,930","37,590"
Construction and extraction occupations,Highway Maintenance Workers,"143,320",2.57,"142,300",,"140,650",,"139,070",,"141,180",,39540,38200,37910,36980,36240,"38,130","36,930","36,580","35,870","35,260"
Construction and extraction occupations,Rail-Track Laying and Maintenance Equipment Operators,"14,250",0.26,"14,470",,"14,820",,"15,590",,"16,870",,52810,51340,50740,46260,46200,"53,970","52,830","51,840","46,270","45,920"
Construction and extraction occupations,Septic Tank Servicers and Sewer Pipe Cleaners,"26,320",0.47,"27,080",,"24,350",,"24,030",,"24,020",,38870,37880,37010,36660,35970,"36,430","35,370","34,810","34,520","34,020"
Construction and extraction occupations,Segmental Pavers,"1,720",0.03,"1,240",,"1,130",,"1,110",,"1,490",,34160,31820,34750,35290,35740,"33,530","30,730","32,180","32,800","33,720"
Construction and extraction occupations,"Construction and Related Workers, All Other","35,340",0.63,"32,420",,"31,190",,"30,810",,"30,770",,40480,39500,38560,38620,38380,"36,890","36,300","35,400","35,300","34,990"
Construction and extraction occupations,"Derrick Operators, Oil and Gas","11,580",0.21,"19,330",,"20,760",,"22,400",,"21,950",,51140,50710,51090,48830,48740,"48,130","47,910","48,410","47,090","46,900"
Construction and extraction occupations,"Rotary Drill Operators, Oil and Gas","17,400",0.31,"24,960",,"26,480",,"27,130",,"25,090",,57140,60380,61070,61110,56540,"54,430","54,310","53,160","51,570","49,220"
Construction and extraction occupations,"Service Unit Operators, Oil, Gas, and Mining","42,890",0.77,"60,830",,"62,080",,"59,260",,"57,180",,53520,50150,51540,48230,47540,"48,610","45,000","44,970","42,790","41,970"
Construction and extraction occupations,"Earth Drillers, Except Oil and Gas","18,500",0.33,"19,490",,"19,160",,"17,620",,"17,680",,51240,51840,50790,46060,43840,"44,360","44,240","43,540","42,600","40,790"
Construction and extraction occupations,"Explosives Workers, Ordnance Handling Experts, and Blasters","6,310",0.11,"7,540",,"7,970",,"6,540",,"6,330",,54580,52580,53160,50310,49380,"52,170","50,210","52,140","49,270","48,620"
Construction and extraction occupations,Continuous Mining Machine Operators,"12,030",0.22,"11,130",,"11,540",,"12,180",,"13,640",,52650,50660,48670,49870,50940,"51,840","48,620","48,440","50,820","51,950"
Construction and extraction occupations,Mine Cutting and Channeling Machine Operators,"5,930",0.11,"6,630",,"6,960",,"6,850",,"6,750",,50670,50720,48900,48490,46540,"51,900","51,810","50,260","49,840","47,950"
Construction and extraction occupations,"Mining Machine Operators, All Other","2,160",0.04,"2,120",,"2,470",,"2,740",,"2,900",,50220,49270,48870,48990,46590,"48,010","48,550","49,150","50,130","46,810"
Construction and extraction occupations,"Rock Splitters, Quarry","3,770",0.07,"3,790",,"3,630",,"4,130",,"4,490",,34860,34870,34340,34350,33870,"34,020","33,820","33,240","32,790","32,280"
Construction and extraction occupations,"Roof Bolters, Mining","3,930",0.07,"5,220",,"5,710",,"5,880",,"6,790",,58110,55500,54880,54590,54240,"56,780","54,950","54,860","54,780","54,320"
Construction and extraction occupations,"Roustabouts, Oil and Gas","51,290",0.92,"71,790",,"73,450",,"68,230",,"59,320",,40480,38700,37700,36170,35800,"37,340","36,510","35,780","34,560","34,130"
Construction and extraction occupations,Helpers--Extraction Workers,"17,660",0.32,"22,820",,"24,130",,"23,020",,"25,840",,37160,37080,36100,35120,33660,"35,790","35,760","34,480","33,910","31,460"
Construction and extraction occupations,"Extraction Workers, All Other","4,320",0.08,"5,400",,"5,320",,"7,960",,"9,250",,51170,49140,44570,41040,39710,"48,750","44,370","41,140","39,570","38,810"
Installation maintenance and repair occupations,"First-Line Supervisors of Mechanics, Installers, and Repairers","453,330",8.31,"445,510",,"434,810",,"428,620",,"421,650",,66730,65890,64670,63490,62540,"63,540","63,010","62,150","61,220","60,250"
Installation maintenance and repair occupations,"Computer, Automated Teller, and Office Machine Repairers","102,170",1.87,"106,100",,"110,940",,"110,850",,"113,480",,39410,38990,38450,38310,38550,"37,100","36,840","36,560","36,390","36,620"
Installation maintenance and repair occupations,"Radio, Cellular, and Tower Equipment Installers and Repairers","14,120",0.26,"14,160",,"13,310",,"14,090",,"15,780",,53620,52940,49880,48380,46260,"52,480","51,660","47,950","46,260","43,900"
Installation maintenance and repair occupations,"Telecommunications Equipment Installers and Repairers, Except Line Installers","228,430",4.19,"219,100",,"213,620",,"209,350",,"208,220",,54520,54510,54630,54030,53710,"53,640","54,570","55,190","54,760","54,530"
Installation maintenance and repair occupations,Avionics Technicians,"17,330",0.32,"17,340",,"17,150",,"17,310",,"16,810",,61390,60200,58460,56940,55440,"60,760","58,540","56,910","55,990","55,350"
Installation maintenance and repair occupations,"Electric Motor, Power Tool, and Related Repairers","17,050",0.31,"17,920",,"17,380",,"18,490",,"19,020",,44720,43760,41850,40500,38470,"41,570","40,520","39,220","38,030","36,240"
Installation maintenance and repair occupations,"Electrical and Electronics Installers and Repairers, Transportation Equipment","13,960",0.26,"14,210",,"14,160",,"15,340",,"15,530",,59840,59080,55430,53970,52850,"59,280","58,990","56,000","52,830","51,240"
Installation maintenance and repair occupations,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","67,390",1.24,"69,290",,"65,900",,"67,410",,"66,440",,56990,56670,55610,54230,52940,"56,250","55,690","54,640","53,400","52,650"
Installation maintenance and repair occupations,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","23,060",0.42,"23,070",,"22,120",,"23,210",,"23,920",,74540,72450,70110,68270,67380,"75,670","73,810","71,400","69,720","68,810"
Installation maintenance and repair occupations,"Electronic Equipment Installers and Repairers, Motor Vehicles","11,750",0.22,"12,470",,"11,460",,"11,900",,"12,590",,34200,33500,32920,33570,33600,"32,220","31,360","31,020","31,230","31,340"
Installation maintenance and repair occupations,Electronic Home Entertainment Equipment Installers and Repairers,"25,550",0.47,"26,890",,"26,590",,"26,960",,"27,050",,39340,39670,38140,37310,36940,"37,410","37,790","36,090","35,660","35,060"
Installation maintenance and repair occupations,Security and Fire Alarm Systems Installers,"67,700",1.24,"64,730",,"60,160",,"55,300",,"53,960",,45660,44860,43910,43870,43210,"44,330","43,420","42,560","42,000","41,030"
Installation maintenance and repair occupations,Aircraft Mechanics and Service Technicians,"128,570",2.36,"124,040",,"116,830",,"115,410",,"119,160",,61190,60160,58850,57610,55690,"60,170","58,370","56,990","55,980","55,210"
Installation maintenance and repair occupations,Automotive Body and Related Repairers,"143,940",2.64,"143,040",,"137,140",,"134,650",,"135,610",,45180,44590,43870,42620,41840,"41,540","40,970","40,320","38,850","38,380"
Installation maintenance and repair occupations,Automotive Glass Installers and Repairers,"18,610",0.34,"17,160",,"15,670",,"15,910",,"14,780",,36140,35210,34050,33050,33580,"34,340","33,830","32,590","32,310","32,650"
Installation maintenance and repair occupations,Automotive Service Technicians and Mechanics,"647,380",11.86,"638,080",,"633,390",,"604,990",,"596,830",,41400,40720,39980,39450,39060,"38,470","37,850","37,120","36,710","36,610"
Installation maintenance and repair occupations,Bus and Truck Mechanics and Diesel Engine Specialists,"254,280",4.66,"251,750",,"243,080",,"238,150",,"230,030",,46710,46110,45160,44120,43660,"45,170","44,520","43,630","42,730","42,320"
Installation maintenance and repair occupations,Farm Equipment Mechanics and Service Technicians,"35,110",0.64,"37,080",,"35,320",,"34,840",,"34,150",,39310,38510,37320,36390,35680,"37,820","37,050","36,150","35,470","34,760"
Installation maintenance and repair occupations,"Mobile Heavy Equipment Mechanics, Except Engines","123,570",2.26,"121,900",,"119,280",,"116,590",,"110,200",,50810,50080,48720,47830,47140,"49,370","48,770","47,580","46,870","46,050"
Installation maintenance and repair occupations,Rail Car Repairers,"22,090",0.4,"21,410",,"20,080",,"19,290",,"19,140",,53590,54130,52570,49700,47430,"55,000","55,570","54,020","50,600","48,500"
Installation maintenance and repair occupations,Motorboat Mechanics and Service Technicians,"20,260",0.37,"20,440",,"20,210",,"19,650",,"18,380",,40860,39500,38600,37430,37140,"38,780","38,280","37,340","36,090","35,530"
Installation maintenance and repair occupations,Motorcycle Mechanics,"16,000",0.29,"15,850",,"15,420",,"14,960",,"14,950",,37040,36240,35810,35400,34910,"34,720","34,220","34,010","33,590","33,140"
Installation maintenance and repair occupations,Outdoor Power Equipment and Other Small Engine Mechanics,"33,020",0.61,"31,560",,"29,220",,"28,250",,"27,350",,35320,34520,33730,32180,31820,"33,730","32,710","32,120","30,540","30,510"
Installation maintenance and repair occupations,Bicycle Repairers,"12,560",0.23,"12,560",,"10,520",,"10,450",,"10,490",,28520,27900,26960,26160,25250,"27,630","27,470","26,370","25,420","24,150"
Installation maintenance and repair occupations,Recreational Vehicle Service Technicians,"13,520",0.25,"11,970",,"10,990",,"11,200",,"10,970",,38040,37380,37030,36790,36120,"36,430","35,670","35,630","35,140","34,540"
Installation maintenance and repair occupations,Tire Repairers and Changers,"109,350",2,"107,500",,"100,510",,"99,370",,"96,880",,27150,26310,25610,25570,25440,"25,040","24,220","23,730","23,590","23,410"
Installation maintenance and repair occupations,Mechanical Door Repairers,"19,840",0.36,"17,930",,"17,220",,"17,050",,"15,750",,40420,39900,39250,39000,38590,"38,480","38,160","37,080","36,670","36,110"
Installation maintenance and repair occupations,"Control and Valve Installers and Repairers, Except Mechanical Door","45,740",0.84,"42,510",,"41,290",,"40,940",,"40,310",,56180,55760,54750,53970,51930,"54,520","54,100","53,140","52,980","50,960"
Installation maintenance and repair occupations,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","294,730",5.4,"274,680",,"261,390",,"251,700",,"240,480",,48320,47380,46880,46110,45830,"45,910","45,110","44,630","43,880","43,640"
Installation maintenance and repair occupations,Home Appliance Repairers,"33,480",0.61,"33,990",,"33,270",,"32,920",,"34,510",,40390,38820,37720,37220,37270,"37,570","36,200","35,410","35,150","35,170"
Installation maintenance and repair occupations,Industrial Machinery Mechanics,"334,490",6.13,"323,280",,"313,880",,"306,860",,"301,560",,51890,51470,50440,49560,48690,"50,040","49,690","48,630","47,910","46,920"
Installation maintenance and repair occupations,"Maintenance Workers, Machinery","89,630",1.64,"92,520",,"90,730",,"89,510",,"88,450",,46000,44540,44050,43010,42190,"44,550","43,260","42,640","41,600","40,620"
Installation maintenance and repair occupations,Millwrights,"39,670",0.73,"40,030",,"39,290",,"38,680",,"38,050",,53950,52650,51520,51130,50730,"52,440","51,390","50,460","50,030","49,510"
Installation maintenance and repair occupations,"Refractory Materials Repairers, Except Brickmasons","1,540",0.03,"1,550",,"1,730",,"1,750",,"1,970",,47000,48920,45760,43410,41870,"45,230","47,060","44,910","43,220","41,370"
Installation maintenance and repair occupations,Electrical Power-Line Installers and Repairers,"117,670",2.16,"115,380",,"114,540",,"111,350",,"112,450",,67160,65650,64990,63380,62280,"68,010","66,450","65,930","64,170","63,250"
Installation maintenance and repair occupations,Telecommunications Line Installers and Repairers,"100,080",1.83,"106,360",,"114,420",,"120,050",,"133,040",,54700,54200,54430,52790,51920,"52,590","52,920","54,450","52,630","51,410"
Installation maintenance and repair occupations,Camera and Photographic Equipment Repairers,"3,760",0.07,"3,540",,"3,150",,"3,180",,"2,590",,43920,42510,42360,39700,41750,"41,060","40,620","40,020","37,430","37,980"
Installation maintenance and repair occupations,Medical Equipment Repairers,"43,370",0.79,"41,060",,"41,430",,"40,090",,"35,740",,50910,49400,48540,47120,46910,"48,070","46,340","45,660","44,180","44,570"
Installation maintenance and repair occupations,Musical Instrument Repairers and Tuners,"7,980",0.15,"7,730",,"7,660",,"7,240",,"7,130",,37690,38590,36200,34990,33620,"35,010","35,660","33,150","31,750","30,630"
Installation maintenance and repair occupations,Watch Repairers,"1,620",0.03,"2,200",,"2,390",,"2,840",,"2,670",,39720,37110,38240,37970,39570,"36,740","34,750","35,450","35,460","37,650"
Installation maintenance and repair occupations,"Precision Instrument and Equipment Repairers, All Other","11,640",0.21,"12,130",,"11,180",,"11,390",,"11,800",,56570,54110,52120,51600,52880,"56,230","54,350","52,090","51,310","52,270"
Installation maintenance and repair occupations,"Maintenance and Repair Workers, General","1,332,480",24.42,"1,314,560",,"1,282,920",,"1,249,080",,"1,230,270",,39360,38950,38390,37710,37190,"36,940","36,630","36,170","35,640","35,210"
Installation maintenance and repair occupations,Wind Turbine Service Technicians,"4,580",0.08,"3,950",,"3,710",,"3,290",,"3,200",,54360,53030,51790,53050,48320,"52,260","51,050","48,800","49,490","45,970"
Installation maintenance and repair occupations,"Coin, Vending, and Amusement Machine Servicers and Repairers","33,600",0.62,"32,250",,"30,840",,"33,250",,"36,080",,34860,34260,33480,32840,32700,"33,070","32,700","31,860","31,530","31,150"
Installation maintenance and repair occupations,Commercial Divers,"3,370",0.06,"3,450",,"3,620",,"3,600",,"3,480",,53990,54640,51070,54880,54750,"49,090","50,470","45,890","47,930","46,880"
Installation maintenance and repair occupations,"Fabric Menders, Except Garment",550,0.01,620,,710,,800,,770,,27670,25840,25020,27910,28540,"26,920","24,490","23,930","25,460","27,020"
Installation maintenance and repair occupations,Locksmiths and Safe Repairers,"18,640",0.34,"17,800",,"17,090",,"17,400",,"16,190",,42180,41270,40620,39820,39160,"40,420","39,160","38,600","37,950","37,560"
Installation maintenance and repair occupations,Manufactured Building and Mobile Home Installers,"3,200",0.06,"3,650",,"3,280",,"3,510",,"3,310",,31030,33150,31930,31210,30160,"29,810","30,050","29,600","28,940","28,080"
Installation maintenance and repair occupations,Riggers,"21,020",0.39,"22,790",,"20,350",,"17,330",,"14,690",,49030,47770,46900,44180,44590,"45,690","43,220","41,570","42,270","42,660"
Installation maintenance and repair occupations,Signal and Track Switch Repairers,"8,680",0.16,"8,190",,"7,880",,"7,960",,"8,600",,62710,62650,59920,55810,55390,"65,350","63,840","60,640","55,640","55,450"
Installation maintenance and repair occupations,"Helpers--Installation, Maintenance, and Repair Workers","118,720",2.18,"124,220",,"126,980",,"127,820",,"124,370",,29370,28530,27720,27120,26780,"27,510","26,400","25,390","24,500","24,210"
Installation maintenance and repair occupations,"Installation, Maintenance, and Repair Workers, All Other","146,460",2.68,"142,650",,"138,460",,"136,010",,"128,770",,41810,41120,40400,39700,39410,"38,480","37,730","37,220","36,740","36,620"
Production occupations,First-Line Supervisors of Production and Operating Workers,"610,480",6.7,"603,080",,"592,830",,"580,620",,"568,820",,61450,59930,59060,58150,57420,"57,780","56,340","55,520","54,690","54,040"
Production occupations,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","42,010",0.46,"42,810",,"40,630",,"42,810",,"41,180",,52530,51040,50810,49580,48520,"50,050","48,970","48,340","47,330","45,950"
Production occupations,"Coil Winders, Tapers, and Finishers","14,090",0.15,"14,450",,"14,930",,"14,590",,"14,300",,35340,32990,33530,32320,32000,"33,940","31,730","32,980","31,380","30,840"
Production occupations,Electrical and Electronic Equipment Assemblers,"218,530",2.4,"212,170",,"207,330",,"203,880",,"197,500",,33700,33260,32070,31350,30970,"31,310","30,860","29,910","29,130","28,810"
Production occupations,Electromechanical Equipment Assemblers,"45,540",0.5,"46,400",,"46,990",,"49,480",,"49,990",,35410,35140,34330,33630,32950,"33,350","33,580","32,760","31,810","31,460"
Production occupations,Engine and Other Machine Assemblers,"38,150",0.42,"38,700",,"38,330",,"39,620",,"40,750",,43090,41750,40180,39060,37730,"41,210","39,600","38,310","37,300","36,110"
Production occupations,Structural Metal Fabricators and Fitters,"77,270",0.85,"79,620",,"78,050",,"77,860",,"78,340",,40000,39040,38160,37840,37260,"37,730","37,050","36,570","36,370","35,750"
Production occupations,Fiberglass Laminators and Fabricators,"19,400",0.21,"20,630",,"18,770",,"18,800",,"17,580",,33020,30760,30300,29620,29960,"30,870","29,160","28,950","28,450","28,830"
Production occupations,Team Assemblers,"1,112,780",12.22,"1,115,510",,"1,125,160",,"1,058,100",,"1,006,980",,32550,31560,30740,30590,29910,"30,060","29,080","28,370","28,170","27,640"
Production occupations,Timing Device Assemblers and Adjusters,790,0.01,"1,190",,"1,650",,"1,460",,"1,140",,42470,41510,35230,31410,29080,"37,040","36,940","30,060","27,130","25,600"
Production occupations,"Assemblers and Fabricators, All Other","230,310",2.53,"228,930",,"238,720",,"250,900",,"270,950",,31050,29920,28730,28190,29070,"28,550","27,620","26,380","25,720","25,920"
Production occupations,Bakers,"180,450",1.98,"176,610",,"173,730",,"165,270",,"157,230",,27110,26270,25550,25120,25060,"25,090","24,170","23,600","23,160","23,140"
Production occupations,Butchers and Meat Cutters,"133,880",1.47,"137,350",,"137,050",,"138,900",,"134,210",,31740,30940,30380,29950,30000,"29,870","29,130","28,660","28,360","28,490"
Production occupations,"Meat, Poultry, and Fish Cutters and Trimmers","149,800",1.65,"155,390",,"150,310",,"160,920",,"158,480",,25510,24810,24190,23850,23690,"24,490","23,870","23,350","23,120","22,830"
Production occupations,Slaughterers and Meat Packers,"80,780",0.89,"80,250",,"86,070",,"82,070",,"79,370",,27040,26420,25880,25400,24930,"26,590","25,650","25,560","24,980","24,330"
Production occupations,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","20,080",0.22,"20,320",,"18,890",,"18,750",,"20,350",,30970,30320,29410,29410,29580,"28,570","28,060","27,680","27,800","28,430"
Production occupations,Food Batchmakers,"148,540",1.63,"133,470",,"120,850",,"109,660",,"100,520",,30130,29210,28790,28560,28340,"27,810","26,950","26,770","26,560","26,550"
Production occupations,Food Cooking Machine Operators and Tenders,"36,520",0.4,"34,640",,"36,850",,"34,040",,"33,250",,30330,29430,29250,28410,28090,"28,350","27,760","27,590","26,750","26,350"
Production occupations,"Food Processing Workers, All Other","43,070",0.47,"45,630",,"43,690",,"43,400",,"37,570",,25800,25220,25190,25110,24880,"24,160","23,720","23,780","23,450","23,140"
Production occupations,"Computer-Controlled Machine Tool Operators, Metal and Plastic","146,190",1.61,"146,600",,"148,040",,"139,930",,"138,870",,39590,38720,37920,37310,36810,"37,880","37,030","36,440","35,900","35,580"
Production occupations,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","25,180",0.28,"25,660",,"24,960",,"24,340",,"23,990",,53560,51630,50200,49170,48640,"50,580","48,990","47,500","46,510","45,920"
Production occupations,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","71,960",0.79,"72,390",,"72,520",,"73,140",,"74,490",,35340,34580,33800,33160,34060,"33,870","33,120","32,610","32,270","32,330"
Production occupations,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","19,160",0.21,"19,650",,"21,340",,"22,570",,"22,270",,38710,36910,35480,35120,34830,"36,930","35,070","33,710","33,570","34,060"
Production occupations,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","29,060",0.32,"31,740",,"33,370",,"32,550",,"36,040",,41900,41200,40230,37830,38160,"40,680","40,590","39,900","37,030","37,390"
Production occupations,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","192,800",2.12,"194,670",,"190,250",,"187,640",,"182,570",,34210,33030,32430,31520,31090,"32,370","31,280","30,680","29,950","29,690"
Production occupations,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","12,290",0.13,"14,840",,"17,470",,"19,880",,"20,660",,38880,37660,36280,36580,36020,"36,410","35,480","34,500","34,270","33,940"
Production occupations,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","74,600",0.82,"73,570",,"70,130",,"70,910",,"69,510",,34920,34560,34150,33850,33070,"32,890","32,840","32,660","32,220","31,620"
Production occupations,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","33,850",0.37,"40,140",,"42,570",,"41,730",,"37,920",,39630,38080,37360,36890,37600,"38,480","36,810","36,260","35,740","36,540"
Production occupations,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","17,560",0.19,"19,750",,"22,110",,"23,850",,"22,840",,41180,39620,38830,37400,37460,"39,840","38,250","37,100","35,790","35,820"
Production occupations,Machinists,"391,120",4.3,"399,040",,"392,700",,"391,130",,"388,370",,43220,42120,41540,41020,40860,"41,700","40,550","39,980","39,570","39,500"
Production occupations,Metal-Refining Furnace Operators and Tenders,"17,730",0.19,"20,070",,"20,850",,"21,930",,"20,520",,41840,42790,41260,40750,40060,"41,040","42,240","41,140","40,540","38,900"
Production occupations,"Pourers and Casters, Metal","8,560",0.09,"9,630",,"9,690",,"10,320",,"10,620",,37300,35390,34430,35630,35750,"36,180","33,850","32,410","33,600","34,060"
Production occupations,"Model Makers, Metal and Plastic","6,250",0.07,"6,380",,"6,140",,"6,200",,"5,700",,50360,48210,48370,47920,46970,"48,550","45,980","46,180","46,080","45,850"
Production occupations,"Patternmakers, Metal and Plastic","3,420",0.04,"4,020",,"3,770",,"4,160",,"4,130",,44490,41500,41670,42030,43400,"44,210","40,960","41,390","41,820","42,440"
Production occupations,Foundry Mold and Coremakers,"12,810",0.14,"12,860",,"11,870",,"13,100",,"12,510",,36030,33930,32510,31350,31600,"34,790","32,680","31,340","30,340","30,540"
Production occupations,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","145,560",1.6,"135,550",,"128,540",,"124,810",,"124,440",,32660,31510,30600,30340,30400,"30,480","29,340","28,810","28,450","28,630"
Production occupations,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","117,300",1.29,"105,570",,"98,160",,"93,100",,"85,110",,36190,35380,35290,35400,35060,"34,340","33,950","34,140","34,330","33,960"
Production occupations,Tool and Die Makers,"72,210",0.79,"74,510",,"75,950",,"78,700",,"76,430",,51610,51130,50090,49390,48490,"51,060","50,290","48,890","47,960","47,000"
Production occupations,"Welders, Cutters, Solderers, and Brazers","382,730",4.2,"386,240",,"369,610",,"352,250",,"329,710",,42450,40970,40040,39110,38410,"39,390","38,150","37,420","36,720","36,300"
Production occupations,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","46,920",0.52,"53,080",,"55,360",,"50,860",,"49,430",,38380,37590,36450,35800,36060,"36,980","36,150","35,180","34,410","34,720"
Production occupations,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","19,780",0.22,"20,570",,"20,980",,"21,500",,"21,760",,39010,38420,36850,35930,35380,"37,180","36,600","35,320","34,660","34,010"
Production occupations,"Layout Workers, Metal and Plastic","9,070",0.1,"10,660",,"13,070",,"13,420",,"12,380",,47720,46430,46290,43740,42330,"45,820","44,530","45,020","43,040","42,050"
Production occupations,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","35,570",0.39,"35,640",,"35,900",,"36,120",,"34,420",,33690,32930,32330,32280,31830,"31,280","30,550","30,210","30,140","29,720"
Production occupations,"Tool Grinders, Filers, and Sharpeners","9,550",0.1,"10,220",,"10,860",,"11,540",,"11,950",,38860,37590,37380,36060,35560,"36,650","35,550","35,420","34,310","34,300"
Production occupations,"Metal Workers and Plastic Workers, All Other","22,930",0.25,"22,190",,"22,100",,"22,270",,"20,620",,35780,35910,35340,35340,34280,"33,280","32,990","32,130","32,510","31,060"
Production occupations,Prepress Technicians and Workers,"33,340",0.37,"35,330",,"36,180",,"38,000",,"41,420",,40640,40060,39000,39150,39020,"38,930","38,270","37,200","37,440","37,260"
Production occupations,Printing Press Operators,"169,910",1.87,"168,330",,"166,750",,"166,620",,"173,010",,37460,37020,36700,36350,36090,"35,530","35,240","35,100","34,920","34,690"
Production occupations,Print Binding and Finishing Workers,"52,730",0.58,"52,380",,"51,430",,"52,000",,"52,960",,33270,32170,31420,31330,31560,"31,410","30,260","29,500","29,480","29,750"
Production occupations,Laundry and Dry-Cleaning Workers,"207,710",2.28,"201,620",,"199,330",,"197,650",,"198,750",,23210,22660,22170,21750,21540,"21,510","20,820","20,320","20,090","19,930"
Production occupations,"Pressers, Textile, Garment, and Related Materials","45,150",0.5,"48,340",,"50,150",,"51,520",,"52,850",,22270,21640,21260,20870,20730,"21,300","20,470","20,150","19,860","19,670"
Production occupations,Sewing Machine Operators,"139,500",1.53,"141,520",,"142,070",,"143,370",,"142,380",,25830,24680,23990,23400,23110,"23,670","22,550","21,920","21,490","21,270"
Production occupations,Shoe and Leather Workers and Repairers,"7,780",0.09,"8,180",,"7,710",,"6,460",,"5,750",,26040,25570,25840,26730,26050,"23,940","23,630","23,770","25,030","23,950"
Production occupations,Shoe Machine Operators and Tenders,"3,500",0.04,"3,230",,"3,550",,"4,300",,"3,420",,26530,25560,26390,24890,25600,"26,150","25,190","24,750","23,120","24,310"
Production occupations,"Sewers, Hand","6,540",0.07,"6,920",,"5,960",,"5,700",,"5,500",,25630,24980,24980,24720,25390,"24,520","23,640","23,630","23,610","22,820"
Production occupations,"Tailors, Dressmakers, and Custom Sewers","21,660",0.24,"19,980",,"20,200",,"21,400",,"24,870",,30670,28630,29170,29330,29170,"28,240","25,830","26,460","25,590","26,280"
Production occupations,Textile Bleaching and Dyeing Machine Operators and Tenders,"10,860",0.12,"11,630",,"11,510",,"11,680",,"11,350",,28480,27660,26410,25710,25520,"27,270","26,340","24,930","24,500","24,210"
Production occupations,"Textile Cutting Machine Setters, Operators, and Tenders","15,040",0.17,"14,680",,"14,370",,"15,160",,"15,620",,27860,26950,26760,26180,25460,"26,090","25,490","25,590","24,960","24,050"
Production occupations,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders","21,550",0.24,"22,560",,"22,760",,"22,200",,"21,110",,28380,28150,27890,27370,26950,"27,470","27,220","27,270","26,850","26,540"
